,x,y,riv_order,upland_drainage_area
785331,-69.9679157814591,-12.804555905110998,6.0,11.722
1123200,-66.90223360359569,-1.6770485789929999,6.0,145.694
2116659,-57.756657075090295,-13.110076796590999,6.0,47.662
1343655,-64.99784341545809,-17.428832826868998,6.0,395.186
1305051,-65.3002296953313,-15.525874131364997,6.0,51.907
682050,-70.84933961853629,-4.119033418751,6.0,31.26
717707,-70.5533870892987,-5.742658727758998,6.0,32.891
1659220,-62.2474150187391,-7.117502739418999,6.0,18.319
1670348,-62.150908759205095,-4.577314755970999,6.0,32.095
1390935,-64.6150352526399,-2.0174861437849994,6.0,68.434
1864281,-60.46526609267789,-15.235629284458998,6.0,650.801
716003,-70.5662545905699,-12.263347468774999,6.0,11.747
2167538,-57.196920769793095,-2.3273716194289995,6.0,33.888
291476,-74.3653843408917,0.4899674584330005,6.0,26.617
1330737,-65.09434967499209,-1.8516319455529993,6.0,34.112
459265,-72.88883857002149,-2.3688351689869998,6.0,26.166
787880,-69.9453976542345,-13.206097648198998,6.0,18.181
1098918,-67.11454737457049,-5.971799396368999,6.0,54.223
2742645,-50.1776988263535,-3.233022833458999,6.0,34.933
1674008,-62.118740006027096,-6.475908867310999,6.0,22.395
491725,-72.58645229014829,-12.579779820665,6.0,215.614
1494977,-63.691792036431295,-2.122236163720999,6.0,21.237
2806178,-49.3413112437255,-11.829071344456999,6.0,405.663
1392080,-64.6053846266865,-4.9068408603529985,6.0,31.012
1142486,-66.72530546111669,1.1490196671970003,6.0,138.429
1752451,-61.4464130646069,-3.123908229358999,6.0,42.653
2696216,-50.7310013810151,-2.423392471037,6.0,30.025
2539061,-52.68364469891969,-10.305831471220998,6.0,151.646
1207930,-66.11409915073469,-1.096558885180999,6.0,40.348
366862,-73.7220092773317,-10.273097089990998,6.0,34.217
383597,-73.57403301271289,-4.326351166540999,6.0,96.1
1017550,-67.8254768198043,1.3868895041350005,6.0,22.747
273600,-74.5326618574173,-9.234326058958999,6.0,26.27
681033,-70.8557733691719,-3.0300696698329994,6.0,76.738
1146057,-66.69313670793869,-4.243424067424998,6.0,27.401
1152016,-66.6352329522183,-0.6906525579289995,6.0,53.231
1977442,-59.3393597314479,-8.708393667196999,6.0,81.264
108454,-76.20222014735549,-3.682575002350999,6.0,25.064
2339877,-55.2056749480749,-6.1529296391749995,6.0,152.609
2235424,-56.4345213194745,0.040415289541000377,6.0,43.361
300569,-74.28496245794669,-0.24982955736499912,6.0,29.408
1830046,-60.7837367491401,-15.318556383574997,6.0,291.375
175853,-75.4526881983081,-11.351149378498999,6.0,25.884
1825008,-60.8255561282715,-10.081055386774999,6.0,84.538
1147985,-66.6738354560319,-1.0485484593769994,6.0,45.071
1932114,-59.8025897772111,-6.750877669642998,6.0,41.778
377193,-73.62871989311549,-2.255355980722999,6.0,144.141
572087,-71.80153471260509,-1.0681890881149996,6.0,44.426
397173,-73.45500862595429,-8.182461275435,6.0,273.688
677161,-70.89437587298549,-13.158087222394997,6.0,38.249
2669206,-51.0719901647019,-4.891564815778999,6.0,274.14
2925549,-47.1795710301639,-7.206976714780998,6.0,92.646
110014,-76.1861357707665,-9.190680217318999,6.0,22.251
1896037,-60.1628798128047,1.6247593410730001,6.0,103.635
1127842,-66.8636310997821,-5.135981528962999,6.0,34.421
2197090,-56.8687994873775,-6.388617184030998,6.0,120.956
1133350,-66.81537797001509,1.7731552026490003,6.0,47.417
2272580,-56.0034600268893,-9.557305287094998,6.0,68.596
2503526,-53.1243566174583,-6.262044243274998,6.0,138.041
546615,-72.0524509873935,-12.289534973758997,6.0,124.138
1794889,-61.086123029013294,-6.150747347092999,6.0,181.181
893021,-68.9578169316699,-0.450600428909,6.0,30.91
968245,-68.2597549877073,0.8653216965370003,6.0,24.468
121896,-76.0381595061477,-4.105939666258999,6.0,186.936
1101490,-67.08881237202809,-1.4479079103829995,6.0,38.841
1369820,-64.78552964448329,-6.744330793396999,6.0,216.994
